Court Ellingson	Calgary-Foothills	Court Ellingson is passionate about the economic future of Alberta. As the former vice-president strategy of Calgary Economic Development, Court understands the steps needed to create a diverse and resilient economy that will see opportunities for our young people and create good jobs Albertans can rely on for generations to come.As a consultant, Court works as the Program Director for the Calgary Innovation Coalition and serves as a board member of Local Investing YYC and Sustainable Calgary.Court is a longtime Calgarian from a very close-knit family and has recently adopted a cat named Hailey.
Sarah Elmeligi	Banff-Kananaskis	Sarah Elmeligi has dedicated her career to the conservation and effective management of Alberta’s most precious wild areas. Sarah is running to stop the UCP plan for coal mining in the Eastern Slopes, to address our region's doctor shortage, and work for a diversified economy for all Albertans.After years of working with environmental non-profit organizations and Alberta Parks, Sarah currently runs her own environmental consulting company.A published author and an accomplished wildlife biologist, Sarah lives in Canmore with her husband, daughter, dog, and cats.
Janet Eremenko	Calgary-Currie	Janet Eremenko is a lifelong Calgarian dedicated to making life more affordable for families. With her degree in International Development, and more than a decade of not-for-profit experience in social policy and community development, Janet is focused on addressing the root causes of poverty in our communities.Currently working for a national charity that supports newcomers, Janet ensures those restarting their careers in Alberta have support through microloans to bridge their foreign credentials.Janet wants all Calgarians to have strong, reliable healthcare, a resilient jobs economy and parks and mountain landscapes that are preserved for many generations to come.
Druh Farrell	Calgary-Bow	Our province needs visionary leaders who can turn problems into opportunities. That’s what Druh Farrell has been doing her entire political career.As a six-term City Councillor, Druh was a driving force behind transit enhancements, the innovative Downtown Strategy, curb-side recycling and composting, and many of Calgary’s iconic places like East Village and the Central Library.Druh is able to figure out solutions to complex, systemic problems and then engage with others for meaningful change.She is committed to making Alberta a more equitable, sustainable, and prosperous place for everyone.
Dawn Flaata	Vermilion-Lloydminster-Wainwright	Dawn Flaata grew up in Vermilion where she owned Kinniburgh Jewellers and was a constituency assistant to both the MP and MLA.Dawn, a Lab and Research grad, has worked in veterinary clinics, medical labs, as a dental assistant and a water treatment plant operator for the City of Lloydminster.Always an active volunteer in her community, Dawn served with the Chamber of Commerce, the Rotary Club, Senior’s Lodge, Board Member for the Public Library and Museum. Now that her children are grown, she and her husband enjoy visits to Wainwright to hike area trails with their dog.
Shaun Fluker	Airdrie-Cochrane	Shaun Fluker believes in fighting for the underdog, and leading with compassion. With over 25 years of experience focused on public policy, regulation, and law, Shaun understands the steps and tools that can help lead real change for the province.Like many residents of Cochrane, Shaun loves skiing, hiking, and backpacking in the mountains and will fiercely protect Alberta’s natural spaces for future generations to experience.Shaun lives in Cochrane with his wife and their three children. As a parent, and a professor, Shaun wants Albertans to be consulted on a school curriculum developed by experts.
Juliet Franklin	Drumheller-Stettler	Juliet Franklin has dedicated her career to ensuring people in Drumheller-Stettler are taken care of. As a pharmacist, Juliet spends her days interacting with people and healthcare providers and providing care for everyone in the community.Juliet is the first-generation Canadian in her family who immigrated from India. Juliet grew up in Edmonton and moved to Stettler where she now lives with her husband.Juliet holds a Doctorate in Pharmacy from Chicago State University, and a Bachelors in Pharmaceutical and Healthcare Studies from University of The Sciences in Philadelphia.
Kathleen Ganley	Calgary-Mountain View	
Gurinder Singh Gill	Calgary-Cross	Gurinder Singh Gill has an education in accounting and economics. Growing up in NE Calgary, he attended school in Marlborough and played sports within the community. As a university student he worked hard to pay for his education by working in restaurants, factories and driving a taxi. As a Calgarian, Gurinder volunteers with multiple organizations, supporting them in coordinating food drives, fundraisers and organizing special events.Gurinder is passionate about empowering young people, families, and the elderly with affordable education, diverse jobs, a strong health care system, and small business support.
Christina Gray	Edmonton-Mill Woods	Christina Gray has served as MLA for Edmonton-Mill Woods since 2015 and has a proven track record of making life more affordable for Albertans.As the Minister of Labour, Christina raised the minimum wage to $15 for hard-working Albertans. In her role as Official Opposition Critic for Labour and Immigration, she has advocated for healthy work environments so workers can do their jobs safely.Christina is an active member of her community and has volunteered with the Woodvale Community League, the Edmonton Transit System Advisory Board, and The Support Network.
Nicole Goehring	Edmonton-Castle Downs	Nicole Goehring is a champion of collaboration and dedicated to serving her community. She has served as the MLA for Edmonton-Castle Downs since 2015.During her first term, she was named the Government of Alberta's Liason to the Canadian Armed Forces.Before being elected, Nicole spent nearly a decade working with Child and Family Services in a number of roles and also worked as a group home supervisor.Through that work, Nicole co-created a mediation manual and program that gave Edmonton youth a second chance to find a path to success.
Sharif Haji	Edmonton-Decore	Sharif Haji is incredibly proud of his community. As the executive director at The Africa Centre, Sharif has spent years working with and for communities and his neighbours.Sharif worked with the Ministries of Seniors and Housing, and Health, where he managed  Alberta’s first Provincial Affordable Housing Strategy and Alberta’s Primary Health Care Strategy.Sharif has served on various boards and committees at Edmonton Multicultural Coalition, United Way, and the Centre for Race and Culture. Sharif is also the co-founder of the Federation of African Canadians Economics (FACE), a group that provides access to capital for Black businesses in Canada.
Julia Hayter	Calgary-Edgemont	Julia Hayter is devoted to the well-being of her community, believing Albertans deserve public schools that prepare kids for success, a strong diversified economy, and well-funded public health care.She works as an Education Assistant and is raising her three school-age children in Northwest Calgary. Julia has worked with several not-for-profits that supported persons with disabilities, and also served the community working in an MLAs office.Julia was the Chair and Vice-Chair of her children’s Parent School Council and worked with her local Community Coalition to promote safe and healthy neighbourhoods.
Jessica Hallam	Highwood	
Cam Heenan	Leduc-Beaumont	Cam Heenan is a frontline healthcare worker and has been standing up for workers and public healthcare since he became a paramedic 17 years ago.In response to the challenges his co-workers face on the job, Cam started the Emergency Medical Services Association of Alberta to foster pride and dignity among paramedics. Cam is driven by his love for the communities of Beaumont and Leduc. He is running to promote solutions in healthcare and restore trust in  Alberta's leadership. Cam is also enrolled at Athabasca University.Cam, his wife and their son have called Beaumont home since 2008 where they live with their pets.
Jason Heistad	Innisfail-Sylvan Lake	Jason Heistad is a four-term Innisfail town councillor with a proven track record of public service in western Canada. As a former Recruitment Officer for Olds College, Jason understands the important role colleges play in building a resilient economy in rural Alberta.Jason co-founded the Innisfail Welcoming and Inclusive Community Committee, is a board member for the Public Service Pension Plan, and volunteers with his church. He also volunteered for the Keep Michener Open campaign to protect residents with developmental disabilities.Jason lives in Innisfail with his wife where they raised three daughters: a teacher, nurse and volunteer firefighter.
Sarah Hoffman	Edmonton-Glenora	Sarah Hoffman is a fierce champion for public education and has been the MLA for Edmonton-Glenora since 2015. Sarah is the Official Opposition Critic for Education and Deputy Leader.Previously, Sarah served as an Edmonton Public School Board (EPSB) trustee and chair. EPSB increased inclusivity and kept schools open under her leadership.As the Minister of Health (2015-19) and Deputy Premier, Sarah expanded mental health and addictions support, strengthened women’s health, and built hospitals and continuing care centres.Studying at both the University of Alberta and Concordia University of Edmonton, Sarah earned four degrees including a Master of Education.
Cathy Hogg	Cypress-Medicine Hat	Cathy is running to be our MLA because of her dedication to Alberta’s future, especially the future of our children and grandchildren, for whom she has been such a strong advocate.Cathy has served as trustee and chair for Prairie Rose Public Schools and as president of the Public School Boards Association of Alberta.Proud to be a member of the Agriculture community, Cathy's family has owned and operated a cow calf ranch for over 135 years in the Cypress Hills. Cathy previously worked with all walks of life in her role as vocational rehabilitation practitioner and understands diverse employability challenges.
Rhiannon Hoyle	Edmonton-South	Rhiannon Hoyle is a dedicated community advocate and entrepreneur, spending the last 20 years working with nonprofits, community leagues, and in leadership roles for the Edmonton Federation of Community Leagues enhancing recreational facilities for the neighbourhoods.Rhiannon has spent time partnering with local businesses and residents to understand what they need from their representative. She sits as a publicly elected U of A Senator, and wants to ensure schools from kindergarten to post-secondary have better resources to provide the best education possible to our young people.Rhiannon lives with her family in one of the fastest-growing communities in Edmonton.
Cheryl Hunter Loewen	Olds-Didsbury-Three Hills	Cheryl Hunter Loewen grew up in Carstairs and understands how rural Albertans build vibrant communities by working together with integrity, respect and kindness.Cheryl provides advice as a volunteer lawyer to low income clients at a free public clinic. She holds degrees in economics and law, and previously worked in the energy, technology and public service sectors.Cheryl has the skills to help deliver the trusted government, sustainable jobs, and high-quality public services Olds-Didsbury-Three Hills needs to thrive now and in the future.
Nathan Ip	Edmonton-South West	Nathan Ip values strong, public education, and the vital role it plays in building a community. Nathan has been an Edmonton Public School Board Trustee for three terms, and is the Vice Chair of the Edmonton Public School Board.Nathan is the manager of Integrated Program Delivery at Innovate Edmonton where he supports Edmonton’s local innovation community. Before this role, Nathan was the Alberta lead for HEADSTRONG, a national youth mental health leadership program.Nathan believes in equity and inclusion, and will bring his vision of an integrated community to all corners of Edmonton-South West
Justin Huseby	Calgary-South East	Justin Huseby is focused on building up his community. As a manager for major capital construction projects, Justin understands what it takes to work collaboratively, and the importance of creating good jobs and building a resilient economy.Justin is a representative on the Public Service Pension Plan sponsorship board, and will fight to keep Alberta in the Canadian Pension Plan and protect Albertans retirement.Justin and his family have called southeast Calgary home since 2014, where his wife works as a teacher and their daughter attends school.
Janis Irwin	Edmonton-Highlands-Norwood	Janis Irwin is dedicated to making Alberta a welcoming and inclusive place for all. She has been the representative for Edmonton-Highlands-Norwood since 2019 and is currently the Critic for Women and 2SLGBTQ+ Issues.Janis built a career in education, starting in rural Alberta as a high school teacher and vice-principal, and then in Edmonton, where she worked for years in curriculum development with Alberta Education.Born and raised in Barrhead, Alberta, Janis is a high-profile champion for Albertans, and has built a reputation of being very active in the central Edmonton communities she represents.
Raj Jessel	Chestermere-Strathmore	Raj Jessel has called Chestermere home for the last 15 years since moving here to raise his family. As a transit operator for the last 24 years, Raj is passionate about fostering connected and friendly communities.Raj is very involved in his community, previously sitting on the Chestermere Library Board, and serving as an executive board member with the local ATU 583.Before moving to Canada, Raj was a teacher in India. Passionate about theatre and acting, Raj served as the President of the Calgary School of Drama and Arts.
Samir Kayande	Calgary-Elbow	Samir Kayande is focused on building a resilient Alberta economy: one that creates good-paying jobs for all Albertans for generations to come. He believes investing in critical economic infrastructure will make Alberta stronger.Samir creates software tools to help large institutions invest in energy, helped build a billion-dollar fossil fuel research company, and sat on the board of the Pembina Institute.Originally from Fort McMurray, Samir has lived in Calgary since 2004 with his wife JJ, and their two children.
Kyle Kasawski	Sherwood Park	Kyle Kasawski has been a champion for the energy industry for decades. He started an Alberta business that developed into Canada’s second largest solar power company.Raised in Sherwood Park, he has always known Alberta is an energy leader and has dedicated his career to sustainably growing the industry while teaching future energy professionals at NAIT and McGill.Kyle graduated from the University of Alberta with a degree in geography focused on urban planning. He enjoys ultimate frisbee and spending time with his family and friends on local lakes and in our beautiful Rocky Mountains.
Fred Kreiner	West Yellowhead	Fred Kreiner understands life in small-town Alberta, and has been dedicated to improving his community through his career educating Alberta students.In addition to being a principal and French immersion teacher, Fred also was the Director of Practicum at Faculté Saint-Jean and served two terms as school trustee with the Greater North Central Francophone Education Region.Fred recognizes education is an investment into the future of the province, and wants to build back Alberta’s world-class education system.Fred spends his spare time volunteering with minor sports and local leadership initiatives, and lives in Jasper with his wife Hélène.
Danielle Larivee	Lesser Slave Lake	Slave Lake has been Danielle Larivee’s ’s home for over 40 years where she continues to live with and raise her three children. She was the MLA for Lesser Slave Lake from 2015 to 2019 when she managed many complicated files, such as the 2016 Fort McMurray wildfires, improving Alberta's child intervention system, and a review of the province’s mental health system.Danielle has been an RN for over 24 years and serves as the first Vice President of United Nurses of Alberta, advocating for Alberta’s nurses and our public healthcare system.
Michael Lisboa-Smith	Calgary-North West	Michael Lisboa-Smith is a born and raised Calgarian, and a teacher working with students facing barriers to learning. The UCP’s backwards curriculum and attacks on public education inspired Michael to run and fight for an equitable public school system.Michael previously worked in international e-commerce, and student exchange program administration.Michael holds degrees in Modern Language and Education from the University of Lethbridge, and is working towards his MEd in Educational Leadership. He volunteers with the Calgary Folk Music Festival, the Distress Centre of Calgary, and others. Michael lives in Calgary with his husband, and their two rescue dogs.
Rod Loyola	Edmonton-Ellerslie	Rod Loyola is proud to call Edmonton home for the last 45 years and has served Edmonton-Ellerslie as MLA since 2015.Rod is heavily involved in his community through volunteer roles and in his work towards building an inclusive province. This dedication led Rod to hosting the first-ever anti-racism framework consultation in Alberta.Before being elected to office, Rod worked at the University of Alberta and was the president of the Non-Academic Staff Association. Rod is a strong champion for accessible quality public education for Alberta’s future leaders.
Kevin McLean	Grande Prairie	Kevin McLean is a sawmill operator and former two-term city councillor in Grande Prairie from 2010-2017.Kevin decided to get back into politics after seeing how the UCP have destroyed our healthcare system and neglected the young families in Grande Prairie. He knows that Rachel Notley and the Alberta NDP have the right priorities to bring back the Alberta Advantage.Kevin lives in Grande Prairie with his wife of 33 years, Tina, and twin teenagers. He is a strong community member and has volunteered with numerous organizations over the years.
Luanne Metz	Calgary-Varsity	Dr Luanne Metz is a Professor at the University of Calgary, a globally recognized medical researcher, a physician and a leader in health care delivery.As an advocate for public health care, Luanne believes in publicly funded, sustainable and accessible health care for all Albertans.As a long time resident of Varsity who raised her family here, Luanne has the knowledge, experience, and leadership skills to build a healthy future in Alberta for generations to come.
Rob Miyashiro	Lethbridge-East	Rob Miyashiro is a life-long Southern Albertan, born in Lethbridge and raised in Taber.Rob served two terms on Lethbridge City Council and held leadership roles at Lethbridge Seniors Citizens Organization, Blood Tribe Youth Ranch, and the Rehabilitation Society of Southwestern Alberta. Rob has 40 years of experience helping seniors, Albertans with disabilities, and vulnerable families in the Lethbridge area.Rob has three adult children and three grandchildren. He and his partner Erin are passionate volunteers with Lethbridge Humane Society, and share their lives with rescues Farley, Wilma, and Betty.
Dan Nelles	Airdrie-East	Dan Nelles has worked to build strong public education as a former high school teacher, and will continue that fight as your NDP candidate. Through his work with the Alberta Teachers’ Association, Dan advocates for students, teachers and parents.Dan is a community builder, and has been chair of the Airdrie Public Library Board of Trustees for almost a decade. He volunteered for the 2020 Alberta Winter Games and is the treasurer for the 2016 Airdrie Royal Canadian Army Cadets Parent Association.Dan is a proud Airdronian, and lives with his wife and five children in Ravenswood.
Liana Paiva	Peace River	Liana Paiva moved to Peace River in 2008 and immediately fell in love with the people and area's natural beauty. A teacher, Liana was welcomed and has been involved with the community ever since.She has always had a keen interest in the function of the province, and listening to the needs of her community. Liana wants a better future in the province for her daughter, and all Albertans.Liana is raising her daughter and their pets in Peace River, and fosters cats and kittens for the local SPCA and animal rescue.
Rakhi Pancholi	Edmonton-Whitemud	Rakhi Pancholi advocates every day for Alberta children and families. As the Official Opposition Critic for Children’s Services, and a lawyer with experience in the areas of education, labour, and employment, Rakhi works to ensure a brighter future for all.Growing up in Southwest Edmonton, Rakhi showed dedication to her community through volunteer pursuits like the Humane Animal Rescue Team, Women’s Legal Education &amp; Action Fund, and the Edmonton Community Legal Centre, providing legal advice to low-income clients.Rakhi lives in Southwest Edmonton with her husband, two school-aged children and furry rescue dog.
Shannon Phillips	Lethbridge-West	Shannon Phillips has been the MLA for Lethbridge-West since 2015 and has served as Minister of Environment and Parks.Prior to being elected, Shannon had over ten years of experience in economic policy and communications. Shannon is focused on a resilient, diversified economy for Lethbridge, with a revitalized downtown, addressing housing and public safety, and growing our technology, renewables and agriculture industries.Shannon will work towards rebuilding the healthcare system in Lethbridge, including the crisis in finding a family doctor.Shannon is proud to live in Lethbridge, where she is raising her two boys.
Denis Ram	Calgary-Peigan	Denis Ram is an award-winning tech founder and lawyer, who works with tech companies from small start-ups to billion-dollar corporations.A strong community advocate, Denis founded a non-profit that creates apps to help Albertans better access the justice system. He also volunteers on boards and committees dedicated to anti-racism and was a member of the Canadian Chamber of Commerce.Denis grew up in east Calgary working for the family business cleaning carpets, furnaces, and floods. Denis is a proud uncle, and lives with his fiancé and their 3-year-old rescue dog.
Venkat Ravulaparthi	Calgary-Lougheed	Venkat Ravulaparthi holds a Bachelor's degree in Information Technology and is pursuing a law degree. He has worked for both large and small businesses, and in computer program design.Venkat will stand up for the priorities of middle class and working families in Calgary Lougheed: fighting to make life more affordable again, supporting good jobs, and strengthening critical public services after years of attack from Danielle Smith and the UCP.Venkat is committed to being an active, accessible MLA who will listen to you and work for you and your family.
Marie Renaud	St. Albert	Marie Renaud has a vision for Alberta’s future that is prosperous for all and creates good jobs and exciting opportunities for generations to come.Marie’s collaborative work as the MLA for St. Albert since 2015 has been instrumental in bringing much needed commercial expansion to the region.Marie understands that the instability and cuts in municipal funding directly affects your family’s budget, and will bring stable, predictable funding to St. Albert.As the NDP Critic for Community and Social Services and Francophone Issues, Marie will always ensure inclusive and accessible representation in Alberta’s Legislature.
Taneen Rudyk	Fort Saskatchewan-Vegreville	Taneen Rudyk has served as Vegreville Councillor since 2010 and as President of the Federation of Canadian Municipalities for the past year.Born in Two Hills, Taneen was raised on a farm near Hairy Hill by parents Viola and Derek Fox. She attended school in Vegreville and university in Edmonton. Taneen and her husband Andrew returned to Vegreville in 2000 to raise their four children. They operate a pipeline welding business.Taneen is the former President of the Ukrainian Bilingual Parents Association and Vegreville School of Ballet. She is a dedicated volunteer advocating for improved health services, support for newcomers from Ukraine and Syria, and adults with special needs.
Irfan Sabir	Calgary-Bhullar-McCall	Irfan Sabir is a lifelong advocate for human rights and civil liberties, and has brought that commitment to his role as MLA for Calgary-Bhullar-McCall since 2015, where he introduced the Alberta Child Benefit and ensured benefits like AISH increased with inflation.Outside of his time in office, Irfan has worked in law firms specializing in First Nation and Aboriginal legal arbitration and legislation, and has worked and volunteered for several non-profit organizations.Growing up in Kashmir, Pakistan, Irfan has called Calgary home since 2004. He has Masters degrees in Economics and Social Work, as well as a law degree from the University of Calgary Law School.
Chantal Saramaga-McKenzie	Spruce Grove-Stony Plain	Chantal Saramaga-McKenzie is a local small-business owner and understands the needs of families and businesses in Spruce Grove and Stony Plain.Chantal was a professional engineer for over 20 years, working for provincial and municipal government as well as the private sector.  Chantal also served as councillor for The City of Spruce Grove.  With her husband Angus, Chantal owns and operates That Yoga Place, Phoenix Physical Therapy, and The Beer Shak.Chantal and her family have a long history with the community and enjoys volunteering her time through many local sport and recreation organizations.
Marlin Schmidt	Edmonton-Gold Bar	Marlin is a passionate advocate for his community and works to ensure all Alberta families have access to the essential services they rely on.During his time as Minister of Advanced Education, Marlin made life more affordable for students across Alberta. He modernized Alberta’s post-secondary system and froze tuition to make career training more accessible to more Albertans.Marlin’s professional background is as a geologist and he is currently the Opposition Critic for Environment and Parks. Marlin has worked tirelessly to protect Alberta’s Rocky Mountains and watersheds from the UCP’s coal mining plans.
Karen Shaw	Morinville-St. Albert	Karen Shaw is a champion for Alberta’s Industrial Heartland and wants to see Alberta on the world stage for the right reasons.As a cattle farmer and former four-term councillor for Sturgeon County, Karen understands the importance of a hard day’s work and will fight for the people in her community for better healthcare, jobs, and for a leadership they can trust.Karen has been a long-time 4-H leader, owned and operated independent retail gift stores in Alberta, and operates Shaw Farms with her husband where they raised their family.
